source,target,role
"10383","141","Anne Fisher"
"103833","10720","E.G."
"103833","1499","Niles"
"103833","29427","Mayor Hobbs"
"103833","56715","Byron"
"103833","82682","Judge Carter"
"103","8338","Doctor"
"10383","688","Betty"
"1038379","68726","Chuck Hansen"
"1038379","72431","Chester"
"1038","388","Madeleine White"
"1038","4413","Erica Bain"
"1038","4547","Meg Altman"
"1038","50780","Meredith Black"
"1038546","10160","Hot Seat Band Member"
"10386","10443","Alison"
"10386","11450","Kintner's Secretary"
"10386","127867","Trudy"
"10386","16279","Doreen"
"10386","1813","Pam Garrety"
"10386","688","Madge"
"1038","686","Eleanor Arroway"
"1038","68724","Delacourt"
"10386","9899","Lick Me-Bite Me"
"1038","72113","Penelope"
"1038","9315","Kyle Pratt"
"1038","9359","Annabelle Bransford"
"103","9007","David Abbott"
"103901","9548","Club Singer"
"1039","103","Wizard"
"1039","10540","Sheppard"
"1039","11024","Old Man Wickles"
"1039","11692","Rowland"
"1039","1365","Buck Grotowski"
"1039","13767","Father Time"
"1039","1883","Captain Green"
"1039","2064","Ox Callaghan"
"1039","3034","The Monster"
"1039","3050","Calloway"
"103957","579","Larry Vaughn Jr."
"103967","9731","Violet"
"1039","8850","Moe Shrevnitz"
"10399","10547","Char"
"10399","11456","Susan"
"10399","1597","Pam Byrnes"
"10399","39451","Pam Byrnes-Focker"
"103994","111190","Hannah"
"103994","198287","Petra"
"10399","45650","Susan"
"1039","9604","Cmdr. Lou Donnelly"
"10399","693","Pam Byrnes"
"103","99861","Bruce Banner"
"103","99861","The Hulk"
"10399","9839","Charlotte Jordan"
"10400","10236","Katie Morosky"
"10400","10269","Yentl"
"10400","14030","Dolly Levi"
"10400","16085","Fanny Brice"
"10400","39451","Rozalin Focker"
"10400","693","Rozalin Focker"
"10400","82687","Joyce Brewster"
"1040","103","Senator Charles Palantine"
"10401","10188","Greta"
"10401","1597","Dina Byrnes"
"10401","1641","Virginia"
"10401","39451","Dina Byrnes"
"10401","39513","Tara Walton"
"104014","30497","Old Man"
"10401","4935","Madame Suliman"
"10401","52338","Miranda Twist"
"10401","63492","Ava Darling"
"10401","693","Dina Byrnes"
"10401","74308","Ms. Perkins"
"10401","7511","Anna"
"10401","77877","Nana"
"10401","84281","Ruth Minsky"
"10401","846","Jana Cassidy"
"10402","11229","Mesquita"
"10402","13851","Dander"
"104023","157424","Katia"
"10402","6279","Maria"
"10402","693","Isabel Villalobos"
"10402","7553","Naomi"
"10402","8835","Serena"
"10402","9066","Noreen"
"10403","1581","Norman"
"1040332","27579","Waiter (Locanda Grapelli)"
"104034","11576","Biplane Pilot"
"10403","693","Judge Ira"
"1040850","14869","Baron de Cobray"
"1040850","241875","Ange"
"10409","11335","Olive Oyl"
"10409","11584","Dixie"
"10409","33914","Susan Frankenstein"
"10409","36819","Dame Pansy"
"10409","36819","Pansy"
"10409","39345","Gabby"
"10409","694","Wendy Torrance"
"10409","703","Pam"
"10410","694","Danny Torrance"
"1041","103","Concession Girl"
"10411","10671","Capt. Anson Harris"
"10411","694","Stuart Ullman"
"1041","262","Rita Keane"
"10412","694","Doctor"
"1041542","78571","Young Nick"
"1042162","38251","Vassilissa"
"104243","28938","Niklas Michalke"
"104243","47979","Vincent Gellner"
"1042437","26317","The cameraman"
"104243","75969","Niklas Michalke"
"1042516","198210","Gabe Wright"
"1042516","209504","Jack LeMans"
"10427","10479","Mrs. Mourain"
"10427","10998","Beth Gallagher"
"10427","11398","Eleanor Hooks"
"10427","12556","Vonda Volkom"
"10427","13012","Maggie"
"10427","13498","Professor Molly McCarthy"
"104275","10131","Dan Jordan"
"104275","10160","Dan Jordan"
"104276","10131","Debbie Stevens"
"10427","9331","Cathy Ryan"
"1042798","11829","Parker"
"10427","9869","Dr. Caroline Cathy Ryan"
"10430","10403","Walter Stuckel"
"10430","10734","John Anglin"
"10430","10956","Joe's Dad"
"10430","11069","Earl Bassett"
"10430","12123","FBI Agent Leon Ford"
"10430","136400","Admiral Tuwey"
"10430","1957","Jupiter"
"104302","11772","Eldridge Harper"
"10430","21583","Jerry"
"10430","36593","Rocco"
"10430","4597","Duncan Ashcroft"
"104305","11868","Landlord"
"10430","62206","The Major"
"10430","9285","Earl Edwards"
"10430","9362","Earl Bassett"
"10430","9456","The Captain"
"10430","9549","Gus Grissom"
"10431","11929","Selena St. George"
"10431","11934","Amy Archer"
"10431","13342","Stacy Hamilton"
"10431","157370","Naomi Ginsberg"
"10431","157386","Sara"
"10431","1946","Allegra Geller"
"10431","27583","Beth"
"10431","2924","Jennifer Vaitkus"
"10431","4147","Annie Sullivan"
"10431","4553","Stevie"
"10431","4960","Maria"
"10431","9542","Nash"
"10431","9605","Hedra 'Hedy' Carlson"
"10431","9667","Dr. Beth Lorenson"
"104342","2623","Troy"
"10437","10403","Herself"
"10437","11041","Miss Jane Hathaway"
"10437","11857","Charlotte Cobb"
"10437","12429","Toki (voice"
"10437","12429","English version)"
"10437","144340","Susannah"
"10437","15159","Mrs. Berenger"
"10437","1599","Vivian"
"10437","19494","Violet Newstead"
"10437","4244","Janet"
"10437","9526","Rhonda Johnson"
"10437","9906","Mommo"
"104382","8388","Juanita"
"104385","11507","Will"
"104390","11507","Mindi"
"104394","11507","Girl #2 in Bathroom"
"1044","110354","Himself"
"104418","10654","Steve Wright"
"10447","11411","Lacy Warfield"
"10447","2639","Beth Kramer"
"10447","696","Tracy"
"1044946","10537","Bill Siddons"
"1044946","2604","Tommy Kovic"
"1044946","9546","Kim"
"1044952","122857","Miles"
"1044952","127521","Selwyn Gaul"
"1044952","238589","Francois"
"1044952","71677","Schell"
"10449","696","Connie"
"104504","2649","Power Executive"
"10450","696","Dennis"
"104522","110420","Hana (voice)"
"104523","5889","Ukiha"
"1045","574","Conductor at Albert Hall"
"104561","195589","Assjuice"
"104561","38684","John Reed"
"104561","49020","Oliver Tate"
"104561","75638","Ben"
"104561","84199","Simon Daldry"
"10458","17339","Maritza Petrovich"
"10458","691","Major Anya Amasova"
"10459","15876","Kapitän von Stolberg"
"10459","691","Karl Stromberg"
"10459","9289","Maj. Gen. Gunther Blumentritt"
"10460","11558","Reace"
"10460","11950","Arnold, Mitsubishi Driver"
"10460","17339","Drazak"
"10460","332","Famous Big Guy with Silver Teeth"
"10460","38757","Vlad (voice)"
"10460","691","Jaws"
"10460","698","Jaws"
"10460","8879","Club"
"10460","9614","Mr. Larson"
"10461","17965","Victoria Phibes"
"1046143","109417","Stacy"
"1046143","111440","Annie"
"1046143","174675","Ava"
"10461","691","Naomi"
"10462","691","Sir Frederick Gray"
"10462","698","Sir Frederick Gray"
"10462","699","Sir Frederick Gray"
"10462","700","Minister of Defence"
"10462","707","Sir Frederick Gray"
"10462","708","Sir Frederick Gray"
"104630","10236","Actor"
"104630","11561","Dr. Tryon"
"104630","642","Fireman"
"104632","152742","Claire"
"1046348","109431","Jessie Patterson"
"1046348","68817","Amy Warnicker (as Maggie Jones)"
"1046348","74465","Rosie Mee"
"1046348","84199","Stella"
"104635","924","CDC Reporter"
"10463","691","Sergei Barsov"
"104645","58626","Detective Ray Lowery"
"10465","691","Sheik Hosein"
"1046863","200085","병기(Byeong-gi)"
"104714","596","Floyd"
"104714","900","Minor Role (uncredited)"
"10475","10236","Carol Ann"
"10475","11034","Myrtle Wilson"
"10475","4192","Linnet Ridgeway Doyle"
"10475","698","Dr. Holly Goodhead"
"10476","698","Corinne Dufour"
"10477","10083","Sam Hesselman"
"10477","10216","Colonel Carter Burgess Jr"
"10477","11343","Cully Sawyer"
"10477","11778","John"
"10477","12117","Dr. John Murray"
"10477","15805","Dr. Gregory Belson"
"10477","17074","Perry White"
"10477","402","Gus Moran"
"1047752","11202","British briefing officer"
"10477","8963","Chief of the Boat"
"104779","12888","Sincere"
"10477","9909","Hal Griffith"
"10478","10029","Lois Berkow"
"10478","10154","Gina Vitale"
"10478","10215","Lydia"
"10478","37233","Abby McDeere"
"10478","402","Dr. Beth Garner"
"104785","11128","Don Miller"
"10478","9804","Helen"
"104791","10403","Herself"
"104795","10166","Mr. Jenkins"
"104795","13967","Rupert Potter"
"104795","15163","Lord Dundas"
"10480","11237","CEO"
"10480","15070","Warden Lipscom"
"10480","1969","Ashe"
"104802","17578","Co-Pilot (voice)"
"10480","402","Lt. Philip Walker"
"10480","9257","Sgt. Howard"
"10485","402","Roxy"
"1048574","4476","Samuel Decker"
"10486","10223","Carl Jenkins"
"10486","12123","Ed Rafferty"
"10486","121789","Byron"
"10486","1649","Colonel Oats"
"10486","16871","Leonard Dalton"
"10486","18476","Police Chief Krupa"
"10486","2046","Kenneth King"
"10486","31000","Deputy Earl"
"10486","402","Capt. Talcott"
"10486","44564","Thomas Fern"
"10486","5693","George"
"1048670","9725","Vickie"
"10486","87825","Smitty"
"10486","9319","Senator Baynard"
"10486","9942","Eddie Harris"
"10487","402","Hazel Dobkins"
"10487","910","Acme Bookstore proprietress"
"10489","1640","Gun Store Owner"
"10489","2924","Schmidt"
"10489","402","Sheriff"
"10489","45317","George Ward"
"10489","47327","Fat Lou"
"10489","4959","Detective Bernie Ward"
"10489","60308","John Poloni"
"10489","7484","Hunter (voice)"
"10489","8065","Terry"
"10489","82682","Lt. Quincannon"
"10489","9103","Harry Smythe"
"10489","942","Mickey McGee, the Carpenter"
"104907","11234","Zach"
"104907","12088","Abraham"
"104907","12101","The Priest"
"104912","15373","Linda the Teacher"
"104914","1809","Handsome Dunce"
"104944","4011","Janitor"
"104944","5683","Man in Diner"
"104997","80271","Gran"
"104998","1542","Anne"
"104998","158907","Wendy Sebeck"
"104998","22897","Diane"
"10500","2110","Sofia"
"10500","699","Melina Havelock"
"10501","14811","Tevye"
"10501","3604","Dr. Hans Zarkov"
"10501","699","Milos Columbo"
"105021","15","Miss Anderson"
"10502","21970","Jan Curtis"
"10502","699","Bibi Dahl"
"10503","699","Countess Lisl von Schlaf"
"10504","699","Jacoba Brink"
"105049","10633","Mr. Purdy"
"10505","11954","Dr. Bukovsky"
"10505","12310","Felton"
"10505","699","Emile Leopold Locque"
"105072","20187","Art Student"
"10507","30874","Lt. Fred Williams"
"10507","699","Sir Timothy Havelock"
"1050828","73861","Doktorka"
"10508","700","Kamal Khan"
"10509","700","Magda"
"10510","37737","Bob"
"10510","700","Gobinda"
"105114","10197","Dante"
"1051260","258251","Greta"
"1051260","73861","Jecina majka"
"10513","700","M"
"10513","707","M"
"10513","708","M"
"10513","709","M"
"1051450","243","Barry's Customer"
"105159","12208","Meg"
"105163","26214","Himself"
"105163","26224","Himself"
"105173","146227","Leanne"
"1052106","164558","Himself"
"1052107","164558","Himself"
"1052108","164558","Himself"
"1052109","164558","Himself"
"1052211","111440","Charles"
"1052655","12685","Magda Markovic"
"1052686","144340","Praying Applicant"
"1052900","126277","Rat"
"1052900","36648","Wolfe"
"105298","9426","Marky"
"105303","12573","Sy Ableman"
"105303","157360","Sam"
"105307","11899","Leonard Winesop's Receptionist"
"10530","961","Union General"
"10530","992","Girl's Father"
"10531","10098","Bride's mother"
"105312","5548","Steve Minh"
"1053265","10263","Chloe"
"105337","14811","Fyedka"
"1053732","7735","Dominik"
"10538","702","Blanche DuBois"
"10538","770","Scarlett O'Hara"
"10539","1685","Dr. Zira"
"10539","1687","Dr. Zira"
"10539","702","Stella Kowalski"
"10539","8197","Betty Harty"
"10539","871","Zira"
"105405","3176","Hiroki Sugimura (Boy #11)"
"10540","702","Eunice"
"10541","702","A Collector"
"105422","14756","Shao Dan Yuan"
"10542","702","A Doctor"
"105454","596","Bert"
"105455","3083","Reporter (uncredited)"
"10545","702","A Sailor"
"10545","770","Beau Wilkes"
"1054816","5925","Werner 'The Ferret'"
"1054884","237791","Carlos"
"105491","13967","Hilda"
"1055407","1585","Bailey Child - Janie"
"10555","5143","Norman"
"10555","703","Rob"
"10556","10022","Helga"
"10556","10945","Cynthia"
"10556","112200","Roberta"
"10556","13704","Mrs. Anderson"
"10556","18892","Ms. Sherwood"
"10556","2493","Valerie"
"10556","703","Allison"
"10556","9647","Ghost of Christmas Present"
"10556","968","Jenny"
"10557","703","Tony Lacey"
"10558","11485","Louise"
"10558","2978","The Prosecutor"
"105584","156711","Martin"
"105584","49051","Lindir"
"10558","703","Robin"
"10559","11336","Henrietta Dodd"
"10559","15573","Kate"
"10559","17663","Marilla Cuthbert"
"10559","703","Mrs. Hall"
"10559","9079","Estelle Whittier"
"10560","11448","Amanda's Father"
"10560","703","Mr. Hall"
"105624","17814","Napoleon Wilson"
"105626","10802","Tony Moss"
"105633","947","Farraj"
"105636","299","Gambler"
"105638","13382","Rudolph"
"105641","10655","Col. E. Porter Alexander"
"105641","10940","Presidential Aide"
"105641","123025","Murray (voice)"
"105641","142061","Murray"
"105641","19724","Mr. Pratt"
"105641","22897","Dr. Moss"
"105641","30061","Johnny Quick"
"105641","69735","Henchman"
"105646","331","Hannah"
"10565","10072","Himself"
"105652","15917","Bhuvan's mother"
"1056523","112205","Warren Blake"
"1056523","12163","Adam"
"1056523","26390","Vinny"
"10565","703","himself"
"105659","77174","Female Tourist"
"105685","6639","Fermina Daza"
"105688","102629","Sullivan"
"105688","13191","Video Guy #1"
"105688","188207","Battalion Commander"
"105688","22787","Russian Pilot"
"105688","24056","Asa Sadi"
"105688","37430","Quarter Master"
"105704","177","Sitcom Wife"
"1057048","25195","Fergus"
"105723","11576","Airport Firemen #3"
"105727","32657","Luke"
"105727","46529","Mark"
"105727","72710","Ian O'Shea"
"105727","76285","Luke"
"105727","7980","Brian Nelson"
"105788","8457","Ronnie's Mom"
"1057972","10677","Dancer"
"1057972","177888","Dancer"
"105797","770","Belle Watling"
"10580","174682","Teresa"
"10580","1833","Joanne Jefferson"
"10580","1991","Kim"
"10580","350","Lily"
"105804","11576","Police Sergeant"
"10580","59961","CIA Analyst"
"10580","59967","Beatrix"
"105810","596","Inspection Officer"
"10581","100046","Brian"
"105813","30197","Roger De Bris"
"10581","350","Doug"
"10582","12556","Brad"
"10582","23116","Narrator"
"10582","3132","Officer Carew"
"10582","350","James Holt"
"10582","49026","Captain Jones"
"105824","936","Pierre Luigi - Photographer"
"10582","54054","Ranger"
"1058259","10020","Philippe"
"10582","79548","Powers"
"105830","10885","Ritsuo"
"105831","103332","Susie"
"10583","11045","Vanessa"
"105831","11172","Tricia"
"10583","350","Serena"
"10584","350","herself"
"10584","3682","VIP"
"10584","9398","Herself"
"10","585","Roz"
"105868","27579","Fabio"
"1058750","11371","André"
"1058750","11371","Steven"
"105880","14177","Rochelle"
"105880","16158","Lisa"
"10592","14831","John"
"10592","704","himself"
"10593","14831","George"
"10593","583","Mr. Papadopolous"
"10593","704","himself"
"105940","11286","Michael Ho, Subaru Engineer"
"105940","25676","The Landlord"
"10594","14831","Ringo"
"10594","704","himself"
"10595","704","Grandfather"
"1059584","22536","태주(Taeju)"
"1059584","79553","차태경(Cha Taegyeong)"
"1059597","109491","Emily Asher"
"1059597","203739","Rose Hathaway"
"105962","14628","Becky Culpepper"
"10596","704","Norm"
"10597","704","Shake"
"10598","14831","Prof. Foot"
"10598","704","T.V. director"
"10599","11708","Baroness Bomburst"
"10599","12208","Frau Hoffner"
"10599","704","Millie"
"10600","704","Police Inspector"
"1060","196","Photographer"
"1060","329","Mate"
"106049","9833","Meg Giry"
"106054","11449","Amy"
"106054","24740","Julie"
"10606","6844","Nofretete"
"10606","705","Eve Harrington"
"10607","705","Karen Richards"
"10608","705","Bill Sampson"
"10609","705","Lloyd Richards"
"10609","828","Tom Stevens"
"10609","898","Roy Comstock"
"106101","12230","Towser"
"106102","6844","Sheik of Sinai"
"10610","705","Max Fabian"
"10611","705","Phoebe"
"106121","1705","Teacher"
"106142","1807","Teacher #3"
"1061552","11051","John, Apostle"
"106179","29702","Peter Neal"
"106182","10513","Tanna"
"1062","105","Dr. Emmett Brown"
"1062","10837","Merlock"
"1062","11379","John Bigboote"
"1062","12139","Switchblade Sam"
"1062","13554","'Sleepy' Bill Burns"
"1062","13956","Amos (voice)"
"1062","15139","Mr. Dewey"
"1062","15196","Professor Plum"
"1062","157","Cmdr. Kruge"
"1062160","11411","Nuclear Man"
"1062","165","Dr. Emmett Brown"
"1062","1850","Christopher Lloyd - 'Taxi' Actor"
"1062","189","Kroenig"
"1062","196","Dr. Emmett Brown"
"1062","20312","Ray"
"10","62211","Roz (voice)"
"1062","22345","Heep"
"1062","24795","Al the Boss Angel"
"1062","2758","Uncle Fester Addams"
"1062","2907","Uncle Fester"
"1062","30923","Weißer Springer"
"1062","43593","Henry Goodman"
"106247","10015","Profile"
"106247","18282","Clay Stork"
"1062","510","Taber"
"1062","59296","Dr. George"
"1062","71668","Mr. Goodman"
"10627","853","Mother Filipov"
"1062","856","Judge Doom"
"106290","16620","Eddie Cochran"
"1062","9444","Rasputin"
"1063","105","Lorraine Baines McFly"
"1063","10658","Beverly Switzler"
"1063","10897","Ms. Roberts"
"1063","12139","Alice Mitchell"
"1063128","167449","Nala Leng"
"1063128","167449","Wang Le"
"1063","15143","Amanda Jones"
"1063","165","Lorraine"
"1063","17692","Kelly Ann Bukowski"
"1063","1880","Erica"
"1063","196","Maggie McFly"
"1063","196","Lorraine McFly"
"106346","25606","Rag. Filini"
"106350","10197","Fausto"
"106350","38251","Attendente Antonio Farina"
"106359","10135","Jack"
"1063","88794","Lela Rogers"
"1064","10480","Roy Ostery"
"1064","105","George McFly"
"1064","12155","The Knave of Hearts"
"1064","12244","6 (voice)"
"1064","13690","Fifi (voice)"
"1064","1587","Bobby McBurney"
"1064","1630","Arlo"
"1064","21972","Stan Bittleman"
"1064","23048","Phil"
"1064","2310","Grendel"
"1064","242076","Ned"
"1064313","134366","Vlogger"
"1064","4327","Thin Man"
"1064","483","Dell"
"1064","51170","Fifi (voice)"
"10647","12227","Alex Larson"
"10647","36670","Maximilian Largo"
"10647","606","Baron Bror Blixen"
"10647","606","Baron Hans Blixen"
"10648","36643","Bill Tanner"
"10648","606","Berkeley Cole"
"10648","710","Bill Tanner"
"10648","75900","Hugh Perceval"
"1064","922","Train Fireman"
"1064","9471","Thin Man"
"1064","9730","Jimmy Mortimer"
"1064","9760","Willy"
"106506","9660","Capt. J.B. Henderson"
"1065","10117","Officer Kornblau"
"1065","105","Biff Tannen"
"1065","136795","Captain Woods"
